title,company,ratings,reviews,years,location,days,salary,skills,key_skills
Data Platform Engineer,Accenture,4.0,49777,5-10,Pune,5,Not disclosed,data analyticsdata bricksmachine learning algorithmsstatisticsdata mungingpythondata analysisnatural language processing,"data analytics,machine learning,statistics,python,data analysis"
Data Platform Engineer,Accenture,4.0,49777,7-12,Bengaluru,7,Not disclosed,data analyticsmachine learningmachine learning algorithmsstatisticsdata mungingpythondata analysisnatural language processing,"data analytics,machine learning,machine learning,statistics,python,data analysis"
Data Platform Engineer,Accenture,4.0,49777,2-7 ,Bengaluru,2,Not disclosed,data analyticsmachine learningmachine learning algorithmsstatisticsdata mungingpythondata analysisnatural language processing,"data analytics,machine learning,machine learning,statistics,python,data analysis"
Data Platform Engineer,Accenture,4.0,49777,7-12,Chennai,7,Not disclosed,data analyticsdata bricksmachine learning algorithmsstatisticsdata mungingpythondata analysisnatural language processing,"data analytics,machine learning,statistics,python,data analysis"
Data Platform Engineer,Accenture,4.0,49777,5-10,Mumbai,5,Not disclosed,data analyticspysparkmachine learning algorithmsstatisticsdata mungingpythondata analysispower bi,"data analytics,pyspark,machine learning,statistics,python,data analysis,power bi"
Data Platform Engineer,Accenture,4.0,49777,5-10,Chennai,5,Not disclosed,data analyticscmachine learning algorithmsstatisticsdata mungingpythondata analysisnatural language processing,"data analytics,machine learning,statistics,python,data analysis"
Data Platform Engineer,Accenture,4.0,49777,5-10,Chennai,5,Not disclosed,data analyticsmachine learningmachine learning algorithmsstatisticsdata mungingpythondata analysisnatural language processing,"data analytics,machine learning,machine learning,statistics,python,data analysis"
Service Management Lead,Accenture,4.0,49777,5-10,Mumbai,5,Not disclosed,machine learningdata visualizationmachine learning algorithmsstatisticsdata mungingpythondata analysisdata analytics,"machine learning,visualization,machine learning,statistics,python,data analysis,data analytics"
Presentation Specialist,,,,3-6 ,Hybrid - Bengaluru,3,Not disclosed,Presentation SkillsData AnalyticsData ScienceData VisualizationPower Point PresentationAnalyticsDataPresentation,"Data Analytics,Data Science,Visualization"
Business Function Implement Practitioner,Accenture,4.0,49777,2-7 ,Bengaluru,2,Not disclosed,machine learningpaasmachine learning algorithmsstatisticsdata mungingpythondata analysisdata analytics,"machine learning,machine learning,statistics,python,data analysis,data analytics"
Mobilization Representative,Accenture,4.0,49777,7-12,Bengaluru,7,Not disclosed,machine learningdata visualizationmachine learning algorithmsstatisticsdata mungingpythondata analysisdata analytics,"machine learning,visualization,machine learning,statistics,python,data analysis,data analytics"
Analytics and Modeling Analyst,Accenture,4.0,49777,3-5 ,Bengaluru,3,Not disclosed,snowflakepythondata managementdata visualizationawsproject managementdata analysisdata analytics,"python,data management,visualization,data analysis,data analytics"
Data Platform Engineer,Accenture,4.0,49777,3-8 ,Bengaluru,3,Not disclosed,sas analyticsdata visualizationmachine learning algorithmsstatisticsdata mungingpythondata analysisdata analytics,"sas,visualization,machine learning,statistics,python,data analysis,data analytics"
Data Platform Engineer,Accenture,4.0,49777,3-8 ,Bengaluru,3,Not disclosed,sas analyticsdata visualizationmachine learning algorithmsstatisticsdata mungingpythondata analysisdata analytics,"sas,visualization,machine learning,statistics,python,data analysis,data analytics"
Hiring For Digital SME or Architect...!,Onward Technologies,3.2,831,2-20,Pune(Kharadi),1,Not disclosed,Data ScienceArtificial IntelligenceMicrosoft AzureData AnalyticsAWSGCPMachine LearningData,"Data Science,Artificial Intelligence,Azure,Data Analytics,Machine Learning"
Data Analytics Lead,Ikure Techsoft,4.1,15,7-9 ,Kolkata,7,6-8 Lacs PA,Data ScienceData ManagementSQL DatabaseData VisualizationData AnalyticsData EnrichmentData CleansingStatistical Data Analysis,"Data Science,Data Management,SQL,Visualization,Data Analytics,Data Analysis"
Data Annotation Specialist,Rarr Technologies,4.1,10,1-2 ,New Delhi,1,Not disclosed,annotationpythondata analysisdata analyticsdata managementmachine learningartificial intelligencesql,"python,data analysis,data analytics,data management,machine learning,artificial intelligence,sql"
Senior Manager - Fraud Prevention Strategy,SBI Card,3.7,3729,4-8 ,Gurugram,4,Not disclosed,Process automationReport generationSASdata scienceComplianceData analyticsManagementMonitoring,"automation,SAS,data science,Data analytics"
IT / AI / ML Professional,,,,2-5 ,Bengaluru,2,Not disclosed,c#pythondata analysisdata analyticsnatural language processingneural networksmachine learningartificial intelligence,"python,data analysis,data analytics,neural networks,machine learning,artificial intelligence"
Data Analytics,Statxo,4.9,11,2-5 ,Gurugram,2,Not disclosed,pythonproject managementdata analysisdata analyticssasbusiness analysisbusiness analyticsmachine learning,"python,data analysis,data analytics,sas,business analysis,machine learning"
Senior Al/ML Engineer,,,,5-10,Hyderabad(Secunderabad Club +1),5,Not disclosed,TensorflowPytorchAI/MLKerasPythonC++Artificial IntelligenceNatural Language Processing,"Tensorflow,AI,ML,Python,C++,Artificial Intelligence"
Data Scientist,,,,6-8 ,"Noida, Hyderabad, Pune, Ahmedabad, Bengaluru, Delhi / NCR, Mumbai (All Areas)",6,7-10 Lacs PA,Data ScienceARIMASQL DatabaseMachine LearningDeep LearningRNNLSTMSARIMA,"Data Science,SQL,Machine Learning,Deep Learning"
Immediate: Manager - Data Analytics For US BPO process| Hyderabad,,,,0-20,Hyderabad,1,12-22 Lacs PA,Data AnalysisGoogle SheetsPower BiBusiness AnalyticsSpreadsheetsGoogle FormsFormulasSQL Queries,"Data Analysis,Power Bi,SQL"
Ai Ml Engineer || HYD,,,,5-10,Hybrid - Hyderabad,5,10-20 Lacs PA,PytorchTensorflowAws SagemakerKerasScikit-LearnPythonArtificial IntelligenceAWS,"Tensorflow,Python,Artificial Intelligence"
Internship Coursework Program - Machine Learning and Data Science,Gilbert Research Center,3.6,10,0-1 ,Remote,0,6.5-10 Lacs PA,C++Programmingdata scienceC Programming LanguagePythonimage processingalgorithmsmachine learning,"C++,data science,Python,machine learning"
Data Science - GCP,,,,5-10,Delhi,5,Not disclosed,Data Scienceagile development methodologiespythonGCPVertex AIBigQuery MLmachine learningsql,"Data Science,python,AI,ML,machine learning,sql"
Data Science Architect,Birdeye Australia,3.6,87,7-10,Gurugram,7,Not disclosed,Computer scienceAnalyticalSocial mediaMachine learningData processingdata privacyTroubleshootingMonitoring,"Machine learning,Data processing"
Data Science- Generic - 3-10 years - Gurgaon,,,,5-7 ,"Hybrid - Noida, Gurugram, Delhi / NCR",5,Not disclosed,NLPLarge Language ModelsMachine LearningPythonPredictive ModelingFinancial ServicesLLAMA 2OOPS,"NLP,Machine Learning,Python"
"Associate, Data Science",Bain Company India Pvt. Ltd.,3.8,247,2-7 ,"New Delhi, Bengaluru",2,Not disclosed,Operations researchCodingAnalyticalConsultingManagement consultingInternshipAnalyticsSQL,SQL
Data Science Associate,Ignitho,3.9,38,2-4 ,Chennai,2,Not disclosed,Computer scienceBasicdata scienceMachine learningProgrammingMathematicsOpen sourceStatistics,"data science,Machine learning,Statistics"
Associate Data Science & Gen AI,"Cittabase Solutions Pvt Ltd.,",4.7,5,1-2 ,Chennai,1,Not disclosed,Computer sciencedeep learningdata scienceMachine learningCloudDeploymentNatural language processingPython,"deep learning,data science,Machine learning,Python"
Urgent requirement of Data Science/ML with 63moons technologies ltd,63 moons,3.9,268,2-7 ,"Mumbai, Navi Mumbai, Mumbai (All Areas)",2,Not disclosed,Data ScienceComputer VisionMachine LearningDataRequirementsVisionMachineMl,"Data Science,Machine Learning,Ml"
Data Science- ML/AI/GenAI,Capgemini,3.8,36904,5-10,Bengaluru,5,Not disclosed,Data ScienceAzure MLdeep learningalgorithmspythontensorflowrGoogle Cloud AI,"Data Science,Azure,ML,deep learning,python,tensorflow,AI"
Job Opening For Data Science,HTC Global Services,3.6,1231,5-10,"Puducherry, Chennai, Coimbatore",5,Not disclosed,GEN AIPytorchpythonNLPdata scienceDataGenNatural language processing,"GEN AI,python,NLP,data science"
PhD Research Scholar - Data Science,KG Information Systems (KGISL),3.0,609,0-2 ,Bengaluru,0,Not disclosed,Research ScholarAutomationC++Powertraindata scienceSimulationConstruction equipmentAnalytics,"Automation,C++,ai,data science"
Clinical Data Science Programmer,ICON plc,4.1,564,2-6 ,"Chennai, Thiruvananthapuram",2,Not disclosed,AssuranceProject managementProcess improvementClinical trialsClinical researchHealthcareRisk managementForecasting,
Data Science/Python/Machin Learning,Diverse Lynx,3.9,280,2-5 ,Mumbai,2,Not disclosed,Data analysisdata scienceBusiness AnalystMachine learningProgrammingmodel developmentdata visualizationSoftware solutions,"Data analysis,data science,Machine learning,visualization"
Data Science Architect,Srijan,3.6,107,8-12,Gurugram,8,Not disclosed,BackendManager Quality AssuranceVersion controlCodingDebuggingMachine learningArchitectural designHealthcare,Machine learning
Data Science with Python,Coders Brain Pvt Ltd,3.3,35,5-12,Bengaluru,5,Not disclosed,Computer visiondeep learningdata sciencedevopsMachine learningData collectionProgrammingbig data,"deep learning,data science,Machine learning,Data collection,big data"
Data Science Pyhton,Coders Brain Pvt Ltd,3.3,35,9-12,Chennai,9,Not disclosed,Data analysisdata scienceSASGCPMachine learningNatural language processingSPSSMonitoring,"Data analysis,data science,SAS,Machine learning"
Data Science - Associate,NextGen Invent,4.0,92,0-4 ,Remote,0,Not disclosed,Computer scienceUsagedata scienceArtificial IntelligenceMachine learningAgileHealthcareOpen source,"data science,Artificial Intelligence,Machine learning"
Teaching Assistant - Data Science,Testbook Edu Solutions,3.5,521,0-2 ,Mumbai,0,Not disclosed,Trainingdata scienceBroadcastingMentorAndroidTeachingAuditingAssistance,"ai,data science"
"Data Science, Sr Staff",Synopsys,4.0,299,5-7 ,Bengaluru,5,Not disclosed,Product managementData analysisAnalyticalMachine learningBusiness strategyContinuous improvementOperationsAnalytics,"Data analysis,Machine learning"
Data Science,Phygital Insights,3.8,15,0-18,Bengaluru,1,Not disclosed,neo4jdata sciencesparkSCALAData processingDeploymentHRAnalytics,"data science,Data processing"
Data Science,Tech Mahindra,3.6,29429,6-10,Chennai,6,Not disclosed,C++DTSMinitabSASMachine learningDigital marketingMATLABSQL,"C++,SAS,Machine learning,SQL"
Data Science,Innefu Labs,3.6,41,4-6 ,New Delhi,4,Not disclosed,data scienceMachine learningData collectionAnalyticsScienceMachineCollectionsData,"data science,Machine learning,Data collection"
SDE 3 - Data Science,,,,4-6 ,Bengaluru,4,Not disclosed,UnixLinuxCodingMachine learningCustomer serviceAnalyticsSQLPython,"Machine learning,SQL,Python"
Data Science & Power BI,,,,3-7 ,Pune,3,Not disclosed,data sciencepower biScienceBiData,"data science,power bi"
Data Science,Vitrana,3.1,54,2-4 ,"Noida, Bengaluru",2,Not disclosed,Computer scienceStatistical analysisApplication managementdata scienceConsultingMachine learningHealthcarehealthcare analytics,"Statistical analysis,data science,Machine learning"
Data Science,Diverse Lynx,3.9,280,1-5 ,Bengaluru,1,Not disclosed,algorithmsvisualforcedata validationmechanical engineeringproductionsfdcassemblingengineering,
Artificial Intelligence and Data Science,Bannari Amman Institute Of Technology,3.7,55,3-7 ,Erode,3,Not disclosed,data scienceArtificial IntelligenceDataIntelligenceScience,"data science,Artificial Intelligence,aI"
Data Science,,,,3-5 ,Bengaluru,3,Not disclosed,LinuxjenkinsTest planningTest case creationPythonTest casesCaseData Science,"Python,Data Science"
Chapter Leader Data Science,Renault,4.3,470,7-8 ,Chennai,7,Not disclosed,Computer visiondeep learningGCPMachine learningResourcingAgileData structuresBudgeting,"deep learning,Machine learning"
Data Science Research Associate,Pickl.AI,4.4,2,1-3 ,Gurugram,1,Not disclosed,deep learningdata scienceConsultingMachine learningQuality auditResearchbig dataResearch Associate,"deep learning,data science,Machine learning,big data"
Data Science Architect,Srijan- A Material+ Company,3.6,107,8-12,Gurugram,8,Not disclosed,BackendManager Quality AssuranceVersion controlCodingDebuggingMachine learningArchitectural designHealthcare,Machine learning
Data Science Architect,Birdeye,3.6,87,7-10,Gurugram,7,Not disclosed,AnalyticalSocial mediaMachine learningData processingdata privacyTroubleshootingMonitoringSalesforce,"Machine learning,Data processing"
Lead - Data Science & Engineering Unit/Senior Lead - Data Science,Bajaj Finserv Ltd.,3.5,153,6-8 ,Pune,6,Not disclosed,Business processJunior AnalystTeam managementCustomer satisfactionAgileStakeholder managementRevenue generationAnalytics,
Principal Engineer - Data Science and Engineering,Daimler India Commercial Vehicles Ltd,4.0,1359,0-20,Bengaluru,1,Not disclosed,Data analysisdata scienceProject managementCloudGerman languageOperationsAutomotivePython,"Data analysis,data science,Python"
Associate III - Data Science,UST,3.8,3864,3-5 ,Bengaluru,3,Not disclosed,Data analysisExcelNetworkingPerformance managementCodingDBMSData miningAnalytics,"Data analysis,Excel,Data mining"
Advanced Data Science Associate,ZS,3.4,1901,1-4 ,Bengaluru,1,Not disclosed,data scienceAnalyticalManagement consultingFinancial planningMachine learningHealthcarePredictive modelingData mining,"data science,Machine learning,Data mining"
Subject Matter Expert - Data Science,,,,7-12,Mumbai,7,Not disclosed,Computer scienceComputer visionSimulationproject supportcyber securityMachine learningData miningSQL,"Machine learning,Data mining,SQL"
Data Science,PwC India,3.5,7922,2-7 ,"Mumbai, Gurugram, Bengaluru",2,Not disclosed,AmlKYCJIRAJocataFISAmlockActimizeCompass,"ml,ml"
Chapter Leader Data Science,Renault Nissan Technology and Business Centre India (RNTBCI),3.8,1501,5-8 ,Chennai,5,Not disclosed,Computer visiondeep learningGCPMachine learningResourcingAgileData structuresBudgeting,"deep learning,Machine learning"
Data Platform Engineer,Accenture,4.0,49777,7-9 ,Bengaluru,7,Not disclosed,data analyticsdata bricksmachine learning algorithmsstatisticsdata mungingpythondata analysisnatural language processing,"data analytics,machine learning,statistics,python,data analysis"
Data Platform Engineer,Accenture,4.0,49777,7-9 ,Pune,7,Not disclosed,data analyticsmachine learningmachine learning algorithmsstatisticsdata mungingpythondata analysisnatural language processing,"data analytics,machine learning,machine learning,statistics,python,data analysis"
Engineering Services Practitioner,Accenture,4.0,49777,2-4 ,Bengaluru,2,Not disclosed,pythonmachine learningmachine learning algorithmsstatisticsdata mungingdata analyticsdata analysisnatural language processing,"python,machine learning,machine learning,statistics,data analytics,data analysis"
Analytics Practitioner,Accenture,4.0,49777,2-4 ,Mumbai,2,Not disclosed,data analysismachine learningmachine learning algorithmsstatisticsdata mungingpythondata analyticsnatural language processing,"data analysis,machine learning,machine learning,statistics,python,data analytics"
Data Platform Engineer,Accenture,4.0,49777,3-5 ,Mumbai,3,Not disclosed,data analyticsdata bricksmachine learning algorithmsstatisticsdata mungingpythondata analysisnatural language processing,"data analytics,machine learning,statistics,python,data analysis"
Data Platform Engineer,Accenture,4.0,49777,7-9 ,Pune,7,Not disclosed,data modelingdata sciencepythondata analyticsetl processhivedata warehousingsql,"data science,python,data analytics,sql"
AI/ML Computational Science Sr Analyst,Accenture,4.0,49777,5-8 ,Bengaluru,5,Not disclosed,neural networksteachingsqldata sciencecomputer visiondata analysisdata analyticsmathematics,"neural networks,sql,data science,data analysis,data analytics"
S&C Global Network - AI - Responsible AI - Manager,Accenture,4.0,49777,7-12,"Pune, Gurugram, Bengaluru",7,Not disclosed,data analyticsdata sciencedeep learninglstmcnnrecommender systemsrnnnetworking,"data analytics,data science,deep learning"
Data Platform Engineer,Accenture,4.0,49777,2-5 ,Bengaluru,2,Not disclosed,data analyticsdata bricksmachine learning algorithmsstatisticsdata mungingpythondata analysisnatural language processing,"data analytics,machine learning,statistics,python,data analysis"
"Data Eng, Mgmt & Governance Specialist",Accenture,4.0,49777,7-11,Bengaluru,7,Not disclosed,pythondata managementpysparksqlawshivedata analysisdata analytics,"python,data management,pyspark,sql,data analysis,data analytics"
