title,company,ratings,reviews,years,location,days,salary,skills,key_skills
Data Scientist,Entropik Tech,3.1,25,2-5 ,Chennai,2,Not disclosed,deep learningpythontensorflownatural language processingaws cloudpytorchkerasresearch,"deep learning,python,tensorflow"
AI [Artificial Intelligence] Engineer,,,,2-3 ,Bengaluru,2,Not disclosed,Computer visionAutomationC++Image processingArtificial IntelligenceMachine learningNatural language processingMonitoring,"Automation,C++,Artificial Intelligence,Machine learning"
Analytics Consultant,Wells Fargo,4.0,5650,4-7 ,Chennai,4,Not disclosed,Data analysisAutomationCodingDb2OracleRisk managementTeradataOperations,"Data analysis,Automation"
Data Analyst,,,,2-5 ,Chennai(Kolathur),2,2-5 Lacs PA,Data AnalysisData VisualizationDashboardsPower BiSQLBiDataAnalysis,"Data Analysis,Visualization,Power Bi,SQL"
Data Analyst,,,,5-8 ,Remote,5,Not disclosed,Data analysisOTTSQLData VisualizationStreamingdigitalpythonGoogle Analytics,"Data analysis,SQL,Visualization,python"
Data Scientist,Omnibridge Solutions,4.5,20,3-4 ,Pune,3,Not disclosed,AIimage processingTensorflowgoogle visionTesseractocrazureProcess,"AI,Tensorflow,azure"
Data Analyst,,,,5-10,"Chennai, Bengaluru",5,Not disclosed,data modelingData WarehousingSQLUATPythonData analysisModelingData,"SQL,Python,Data analysis"
Data Analyst,,,,4-9 ,Faridabad,4,5-9.5 Lacs PA,Data AnalysisData ManagementAdvanced ExcelExcelManagementAnalysisData,"Data Analysis,Data Management,Excel,Excel"
AI Engineer,Jetty Consulting Services,1.3,3,7-12,Remote,7,37.5-60 Lacs PA,Artificial IntelligenceTensorflowPysparkNatural Language ProcessingNeural NetworksMachine LearningDeep LearningPytorch,"Artificial Intelligence,Tensorflow,Pyspark,Neural Networks,Machine Learning,Deep Learning"
Senior Engineer - Machine Learning & Image Processing,,,,4-6 ,"Mumbai, Delhi / NCR, Bengaluru",4,Not disclosed,Machine LearningTensorflowCloud ServicesImage ProcessingVersion Control SystemData AnalyticsNumpyDeep Learning,"Machine Learning,Tensorflow,Cloud Services,Data Analytics,Numpy,Deep Learning"
Data Analyst,Toast Tab,3.9,19,2-5 ,Hybrid - Chennai,2,Not disclosed,Data AnalysisPower BiAlteryxData VisualizationTableauData AnalyticsData ReportingBi,"Data Analysis,Power Bi,Visualization,Data Analytics"
Senior Data Scientist,Siemens,4.1,4306,5-10,Bengaluru,5,Not disclosed,Operations researchSAPVersion controldata scienceAnalyticalMachine learningBusiness process managementOracle,"data science,Machine learning"
Senior Data Scientist,Worleyparsons,4.2,939,4-7 ,"Mumbai, Navi Mumbai",4,Not disclosed,Architectdeep learningdata scienceEnterprise architectureMachine learningData structuresOpen sourceInformation technology,"deep learning,data science,Machine learning"
Senior Data Scientist,TELUS International,3.8,993,5-8 ,Hybrid - Noida,5,25-40 Lacs PA,Data SciencePythonTensorflowMachine LearningDeep LearningDataSeniorMachine,"Data Science,Python,Tensorflow,Machine Learning,Deep Learning"
AI/ML Engineer,Dmacq Software,4.3,9,1-5 ,Mumbai,1,Not disclosed,security managementpythonc++data analysisnatural language processingadministrationneural networksaiml,"python,c++,data analysis,neural networks,ai,ml"
Senior Machine Learning Engineer,Roku,3.5,39,5-7 ,Bengaluru,5,Not disclosed,pythonnatural language processingneural networksengineeringmachine learningartificial intelligencedeep learningtensorflow,"python,neural networks,machine learning,artificial intelligence,deep learning,tensorflow"
Data Scientist,,,,3-5 ,Bengaluru,3,Not disclosed,tableaudata scienceSQL databaseSecurity systemsPhysical securityManagementData warehousingPython,"data science,SQL,Python"
Sr. Data Scientist,,,,4-10,Ahmedabad,4,Not disclosed,CVSSQL queriesData analysisdata scienceArtificial IntelligenceMachine learningMedical insuranceData mining,"SQL,Data analysis,data science,Artificial Intelligence,Machine learning,Data mining"
Data Scientist,,,,4-8 ,Ahmedabad,4,Not disclosed,Data analysisdata scienceArtificial IntelligenceMachine learningStatistical AnalystMedical insuranceData miningPython,"Data analysis,data science,Artificial Intelligence,Machine learning,Data mining,Python"
Data Scientist,,,,4-10,Ahmedabad,4,Not disclosed,CVSSQL queriesData analysisdata scienceArtificial IntelligenceMachine learningMedical insuranceData mining,"SQL,Data analysis,data science,Artificial Intelligence,Machine learning,Data mining"
Senior Data Scientist,Saks Off 5th,3.3,5,3-8 ,"Hubli, Mangaluru, Mysuru, Bengaluru, Belgaum",3,Not disclosed,RetailRetail merchandisingdata scienceMachine learningAdvocateAnalyticsSQLPython,"ai,ai,data science,Machine learning,SQL,Python"
Data Scientist,Infimetrics Info Solutions,3.6,3,3-8 ,Remote,3,Not disclosed,hiveData analysisExceldata sciencesparkMachine learningPHPHTML,"Data analysis,Excel,data science,Machine learning,ML"
AI / ML Engineer,Accenture,4.0,49777,2-4 ,Ahmedabad,2,Not disclosed,pythontroubleshootingmachine learning algorithmsstatisticsdata mungingimage processingalgorithmschatbot,"python,machine learning,statistics"
AI / ML Engineer,Accenture,4.0,49777,2-6 ,Bengaluru,2,Not disclosed,linear regressionmachine learningmachine learning algorithmsstatisticsdata mungingimage processingalgorithmschatbot,"machine learning,machine learning,statistics"
Responsible AI Engineer,Accenture,4.0,49777,5-7 ,Bengaluru,5,Not disclosed,deep learning frameworkspythonc++computer visionmachine learning algorithmschatbotcnnneural networks,"deep learning,python,c++,machine learning,neural networks"
Responsible AI Engineer,Accenture,4.0,49777,2-4 ,Bengaluru,2,Not disclosed,linear regressionmachine learningmachine learning algorithmsstatisticsdata mungingimage processingalgorithmschatbot,"machine learning,machine learning,statistics"
Responsible AI Engineer,Accenture,4.0,49777,5-10,Bengaluru,5,Not disclosed,deep learning frameworkspythonc++computer visionmachine learning algorithmschatbotcnnneural networks,"deep learning,python,c++,machine learning,neural networks"
Responsible AI Engineer,Accenture,4.0,49777,2-14,Bengaluru,1,Not disclosed,deep learning frameworkspythonc++computer visionmachine learning algorithmschatbotcnnneural networks,"deep learning,python,c++,machine learning,neural networks"
Responsible AI Engineer,Accenture,4.0,49777,2-6 ,Bengaluru,2,Not disclosed,deep learning frameworkspythonc++computer visionmachine learning algorithmschatbotcnnneural networks,"deep learning,python,c++,machine learning,neural networks"
Responsible AI Engineer,Accenture,4.0,49777,3-5 ,Bengaluru,3,Not disclosed,deep learning frameworkspythonc++computer visionmachine learning algorithmschatbotcnnneural networks,"deep learning,python,c++,machine learning,neural networks"
AI / ML Engineer,Accenture,4.0,49777,5-7 ,Bengaluru,5,Not disclosed,computer visiondata visualizationmachine learning algorithmsstatisticsdata mungingimage processingalgorithmschatbot,"visualization,machine learning,statistics"
Responsible AI Engineer,Accenture,4.0,49777,3-8 ,Bengaluru,3,Not disclosed,deep learning frameworkspythonc++computer visionmachine learning algorithmschatbotcnnneural networks,"deep learning,python,c++,machine learning,neural networks"
Responsible AI Engineer,Accenture,4.0,49777,7-11,Bengaluru,7,Not disclosed,deep learning frameworkspythonc++computer visionmachine learning algorithmschatbotcnnneural networks,"deep learning,python,c++,machine learning,neural networks"
AI / ML Engineer,Accenture,4.0,49777,2-4 ,Chennai,2,Not disclosed,machine learningdata visualizationmachine learning algorithmsstatisticsdata mungingimage processingalgorithmschatbot,"machine learning,visualization,machine learning,statistics"
AI / ML Engineer,Accenture,4.0,49777,7-11,Bengaluru,7,Not disclosed,computer visiondata visualizationmachine learning algorithmsstatisticsdata mungingimage processingalgorithmschatbot,"visualization,machine learning,statistics"
AI / ML Engineer,Accenture,4.0,49777,3-7 ,Kolkata,3,Not disclosed,machine learningcomputer visionmachine learning algorithmsstatisticsdata mungingimage processingalgorithmschatbot,"machine learning,machine learning,statistics"
AI / ML Engineer,Accenture,4.0,49777,3-5 ,Chennai,3,Not disclosed,computer visiondata visualizationmachine learning algorithmsstatisticsdata mungingimage processingalgorithmschatbot,"visualization,machine learning,statistics"
AI / ML Engineer,Accenture,4.0,49777,2-14,Chennai,1,Not disclosed,power bimachine learningmachine learning algorithmsstatisticsdata mungingimage processingalgorithmschatbot,"power bi,machine learning,machine learning,statistics"
AI / ML Engineer,Accenture,4.0,49777,3-5 ,Pune,3,Not disclosed,agile testingmachine learningmachine learning algorithmsstatisticsdata mungingimage processingalgorithmschatbot,"machine learning,machine learning,statistics"
Data Scientist,Ignitho,3.9,38,3-8 ,Chennai,3,Not disclosed,Aws SagemakerGlueAthenaPythonSQLDataAWS,"Python,SQL"
Data Scientist,Ignitho,3.9,38,3-8 ,Bengaluru,3,Not disclosed,Aws SagemakerGlueAthenaPythonSQLDataAWS,"Python,SQL"
Job Opportunity - Data Scientist (Chennai/Bangalore/Kochi),Ignitho,3.9,38,5-10,Chennai,5,10-20 Lacs PA,Aws Sagemakerpythonmachine learningAWSSQLMachineData,"python,machine learning,SQL"
Job Opportunity - Data Scientist (Chennai/Bangalore/Kochi),Ignitho,3.9,38,5-10,Kochi,5,10-20 Lacs PA,Aws Sagemakerpythonmachine learningAWSSQLMachineData,"python,machine learning,SQL"
Job Opportunity - Data Scientist (Chennai/Bangalore/Kochi),Ignitho,3.9,38,5-10,Bengaluru,5,10-20 Lacs PA,Aws Sagemakerpythonmachine learningAWSSQLDataMachine,"python,machine learning,SQL"
Senior Data Scientist,Ignitho,3.9,38,5-10,Chennai,5,Not disclosed,LLMAws SagemakerAzure Machine LearningPythonSQLMachineDataMicrosoft Azure,"LLM,Azure,Machine Learning,Python,SQL,Azure"
AI Engineer,Motorola Solutions Kodiak Networks,3.8,101,3-5 ,Bengaluru,3,Not disclosed,Generative AIdata processingmachine learningartificial intelligenceapplication developmentIntelligenceMachineProcess,"AI,data processing,machine learning,artificial intelligence"
Senior Machine Learning Engineer,"Godaddy Operating Company, Llc",3.7,16,2-5 ,Remote,2,Not disclosed,Computer visionVersion controlDjangoArtificial IntelligenceMachine learningJavascriptHealthcareE-commerce,"Artificial Intelligence,Machine learning,Java"
Machine Learning Engineer,,,,1-5 ,New Delhi,1,Not disclosed,Computer visionWeb technologiesArchitectureFocusMachine learningAuditingComputerMachine,Machine learning
Senior Consultant- Growth Analytics,FROST SULLIVAN INDIA PVT LTD,3.3,128,9-10,"Madurai, Tiruppur, Salem, Chennai, Tiruchirapalli, Coimbatore",9,Not disclosed,SASBloombergConsultingMarket researchCompetitive intelligenceAnalyticsSecondary researchMonitoring,SAS
Machine Learning Engineer - NLP,Optisol Business Solutions,4.1,128,1-3 ,Chennai,1,Not disclosed,deep learningPDFNoSQLMachine learningNatural language processingBusiness solutionsInternshipAWS,"deep learning,NoSQL,Machine learning"
Senior Data Scientist,Abinbev India,3.5,1107,4-9 ,Bengaluru,4,Not disclosed,azure databricksab testingobject oriented python programminggitversion controldata processingpysparkstatistics,"azure,python,data processing,pyspark,statistics"
Data Analyst,Aeries Technology,3.4,269,3-6 ,Bengaluru,3,Not disclosed,drivingssrspower bidata structuresetlsqlcommunication skillsstatistics,"power bi,sql,statistics"
Data Analyst,Supergaming,4.2,8,1-3 ,Pune,1,Not disclosed,rgcpcloud developmentoptimization techniquesdata warehousinggoogle analyticsperformance optimizationcommunication skills,
Data Analyst,Sparkcognition,3.8,9,1-3 ,Bengaluru,1,Not disclosed,rpythontableaupower bimysqlsql serversqlcommunication skills,"python,power bi,mysql,sql,sql"
Machine Learning Engineer - Contract,,,,3-6 ,Mumbai,3,Not disclosed,ScalabilityGCPAnalyticalMachine learningmodel developmentDeploymentStatisticsPython,"Machine learning,Statistics,Python"
Data Scientist,Equifax Credit Information Services Private Limited,3.3,147,2-6 ,Bengaluru,2,Not disclosed,Logistic regressionBfsiGCPNeural networksAnalyticalrisk modelingMachine learningHealthcare,"Neural networks,Machine learning"
"Data Platform Governance Analyst Bengaluru, India",Cargill,4.1,1528,3-6 ,Bengaluru,3,Not disclosed,AnalystData managementProject managementdata governanceAgileInformation managementBusiness intelligenceAuditing,Data management
Collibra Data Governance - Lead Analyst,UST,3.8,3864,5-7 ,Thiruvananthapuram,5,Not disclosed,SQL queriesData analysisManager Quality AssuranceExcelAnalyticaldata governanceDatabaseData quality,"SQL,Data analysis,Excel"
Data Analyst,PrepLadder.com,3.3,160,2-4 ,Chandigarh,2,Not disclosed,Analytical skillsData analysistableaudata manipulationMySQLData Analystdata visualizationSQL,"Data analysis,MySQL,visualization,SQL"
Sr Data Analyst,Target,4.2,598,3-6 ,Bengaluru,3,Not disclosed,AutomationData analysisGITAgilePLSQLOLAPOpen sourceUnix shell scripting,"Automation,Data analysis,SQL"
Data Scientist | GeakMinds | Chennai,Geak Minds,4.6,43,2-3 ,Hybrid - Chennai,2,Not disclosed,Machine LearningPythonSQLAzure SynapseAzure AnalyticsPower BiAI&MLTableau,"Machine Learning,Python,SQL,Azure,Azure,Power Bi,AI,ML"
Computer Vision ML Engineer (CVML),Mukesh & Associates,4.1,58,3-5 ,Salem,3,Not disclosed,Google Vision APIPythonPytorchTensorflowDatasetVertex MLAWS Image RekognitionKeras,"Python,Tensorflow,ML"
Staff Machine Learning Engineer,Paypal,3.9,842,5-10,Bengaluru,5,Not disclosed,data scienceGCPAnalyticalDiversity and InclusionMachine learningManager TechnologyAnalyticsPython,"data science,Machine learning,Python"
ML Ops engineers,Mirafra,4.0,187,2-6 ,Bengaluru,2,Not disclosed,pythonnatural language processingpredictive analyticsneural networksmachine learningartificial intelligencesqldeep learning,"python,neural networks,machine learning,artificial intelligence,sql,deep learning"
Senior Data Analyst,IDFC FIRST Bharat,4.5,2342,2-5 ,Mumbai,2,Not disclosed,UsageTest strategyAnalyticalSenior Data AnalystManager TechnologyData structuresDeploymentData analytics,Data analytics
Data Scientist,,,,3-6 ,New Delhi,3,Not disclosed,Computer scienceAnalytical skillsData analysisdata scienceMachine learningData qualityNatural language processingdata visualization,"Data analysis,data science,Machine learning,visualization"
Risk Data Analytics - Lead Analyst,Crisil,3.7,1460,6-10,Mumbai,6,Not disclosed,Data analysisChange managementManager Internal AuditAssuranceManager Quality AssuranceBusiness analysisConsultingRisk management,"Data analysis,Business analysis"
Data Scientist,,,,2-4 ,Bengaluru,2,Not disclosed,Computer visionPerformance tuningdeep learningdata scienceAnalyticalMachine learningPackagingData structures,"deep learning,data science,Machine learning"
Senior Data Scientist,Worleyparsons,4.2,939,4-7 ,"Mumbai, Navi Mumbai",4,Not disclosed,deep learningdata scienceEnterprise architectureMachine learningData structuresOpen sourcebig dataInformation technology,"deep learning,data science,Machine learning,big data"
Principal Data Scientist,,,,6-11,Bengaluru,6,Not disclosed,Data analysisTeam managementdata scienceAnalyticalMachine learningData processingData qualityTeam building,"Data analysis,data science,Machine learning,Data processing"
AI/ML Engineer,,,,2-5 ,New Delhi,2,Not disclosed,software architectureStatistical analysisdata scienceData modelingAnalyticalMachine learningData structuresRobotics,"Statistical analysis,data science,Machine learning"
AI Engineer,,,,3-8 ,Mumbai,3,Not disclosed,deep learningC++data scienceNeural networksArtificial IntelligenceMachine learningProgrammingData structures,"deep learning,C++,data science,Neural networks,Artificial Intelligence,Machine learning"
Data Scientist,Globallogic,3.7,4017,5-10,Noida,5,Not disclosed,pythonproject managementdata analysisanalyticaldata miningengineeringmachine learningtools,"python,data analysis,data mining,machine learning"
Machine Learning Scientist,Paypal,3.9,842,1-2 ,Chennai,1,Not disclosed,Analytical skillsData analysisdata scienceArtificial IntelligenceDiversity and InclusionMachine learningManager TechnologyFinancial services,"Data analysis,data science,Artificial Intelligence,Machine learning"
PYTHON LIBRARY DEVELOPERS [MACHINE LEARNING],,,,2-6 ,Mumbai,2,Not disclosed,pythondata analysissoftware testingnatural language processingpython developmentmachine learningartificial intelligencesql,"python,data analysis,python,machine learning,artificial intelligence,sql"
Principal Data Scientist,,,,6-11,Mumbai,6,Not disclosed,advanced analyticsalgorithmspythonnatural language processingpredictive analyticspredictivemachine learningprototype,"python,machine learning"
Junior Data Scientist,Ramco Systems,3.5,576,1-3 ,Chennai,1,Not disclosed,Trainingdeep learningData analysisdata sciencedata manipulationMachine learningProgrammingStatistics,"ai,deep learning,Data analysis,data science,Machine learning,Statistics"
Senior Data Scientist,Global Pharma Tek,3.1,23,4-8 ,Bengaluru,4,Not disclosed,Computer scienceTeam managementdata scienceBusiness analysisArtificial IntelligenceUnderwritingMachine learningStatistics,"data science,Business analysis,Artificial Intelligence,Machine learning,Statistics"
Data Scientist 3,Paypal,3.9,842,0-20,Chennai,1,Not disclosed,Data analysisdata scienceAnalyticalDiversity and InclusionHypothesis TestingInstrumentationAnalyticsProduct marketing,"Data analysis,data science"
Lead AI Engineer,Siemens,4.1,4306,8-13,Bengaluru,8,Not disclosed,C++Data analysisdata scienceAnalyticalConsultingMachine learningData miningForecasting,"C++,Data analysis,data science,Machine learning,Data mining"
Senior Data Scientist,Propreturns,4.0,5,5-9 ,Mumbai,5,Not disclosed,Computer languagesdata sciencePredictive modelingSeleniumBusiness solutionsApacheRevenue generationSQL,"data science,SQL"
Machine Learning Engineer,TAC Security,2.8,15,2-7 ,"Mumbai, Pune",2,Not disclosed,SANdeep learningArtificial IntelligenceMySQLMachine learningData analyticsdata visualizationVulnerability management,"deep learning,Artificial Intelligence,MySQL,Machine learning,Data analytics,visualization"
Senior Associate Data Scientist,Commonwealth Bank,3.7,421,3-5 ,Bengaluru,3,Not disclosed,data scienceMachine learningLinguisticsData structuresResearchStatisticsFinancial servicesSQL,"data science,Machine learning,Statistics,SQL"
Data Scientist,,,,4-9 ,Remote,4,Not disclosed,Computer scienceOperations researchdata scienceGCPMachine learningSAGEData miningAWS,"data science,Machine learning,Data mining"
AI Engineer,Indika Ai,4.3,47,1-4 ,Mumbai,1,Not disclosed,image processingalgorithmspythonnatural language processingneural networksmachine learningartificial intelligencedeep learning,"python,neural networks,machine learning,artificial intelligence,deep learning"
Data Scientist,,,,3-7 ,Remote,3,Not disclosed,Computer sciencedata scienceSQL databaseCodingBusiness analyticsR ProgrammingMachine learningHadoop,"data science,SQL,Machine learning"
Sr . Data Scientist,ORMAE (Operations Research Machine learning & Analytics Experts LLP),3.2,10,3-10,Bengaluru,3,Not disclosed,Computer scienceOperations researchdata scienceAnalyticalDemand forecastingMachine learningData structuresForecasting,"data science,Machine learning"
AI and Machine Learning Engineer,ideaTree,5.0,3,2-7 ,New Delhi,2,Not disclosed,Cold callingdata scienceData modelingAnalyticalArtificial IntelligenceMachine learningService industryData structures,"data science,Artificial Intelligence,Machine learning"
Data Scientist,Pocket Fm,3.5,166,3-4 ,Remote,3,Not disclosed,Statistical modelingTranslationUsagedata scienceAdvocateAnalyticsSQLPython,"data science,SQL,Python"
Lead Data Scientist,,,,4-7 ,Thiruvananthapuram,4,Not disclosed,Operations researchdata scienceMachine learningAgileData collectionData miningOpen sourceAutomotive,"data science,Machine learning,Data collection,Data mining"
Sr. Data Scientist,Cloud Counselage,3.9,20,3-6 ,Mumbai,3,Not disclosed,Computer sciencedata scienceAnalyticalArtificial IntelligenceMachine learningData collectionProgrammingData mining,"data science,Artificial Intelligence,Machine learning,Data collection,Data mining"
Machine Learning Intern,Cloud Counselage,3.9,20,0-1 ,Mumbai,0,Not disclosed,Computer scienceInterpersonal skillsData analysisdata sciencedata manipulationMachine learningMATLABInternship,"Data analysis,data science,Machine learning"
"Lead Data Scientist (NLP, python, Gen AI)",Here Technologies,3.9,1320,5-9 ,Mumbai,5,Not disclosed,Computer scienceC++data scienceCodingMachine learningProgrammingScrumNatural language processing,"C++,data science,Machine learning"
Senior Data Scientist,Arthan,3.1,6,3-7 ,New Delhi,3,Not disclosed,deep learningdata scienceArtificial IntelligenceMachine learningConceptualizationAnimationMentorNatural language processing,"deep learning,data science,Artificial Intelligence,Machine learning"
ML Engineer,Naviga Global,4.3,12,1-4 ,New Delhi,1,Not disclosed,advanced analyticsdata scienceAgile scrumCodingDebuggingMachine learningTechnical leadershipSubject Matter Expert,"data science,Machine learning"
Senior Data Scientist,Deliveroo,3.4,17,5-9 ,Bengaluru,5,Not disclosed,Tradedata scienceAnalyticalMachine learningEquityManager TechnologyHealthcareManagement,"data science,Machine learning"
Machine Learning Engineer,Codeglo Technologies,4.1,30,2-4 ,Chennai,2,Not disclosed,SANPresidentFront endFrenchdata scienceAnalyticalMachine learningVice President,"data science,Machine learning"
Lead Data Scientist,Reflections Info Systems,3.5,3,0-12,"Pune, Chennai, Bengaluru, Thiruvananthapuram",1,Not disclosed,Computer visionAutomationTeam managementorchestrationdata scienceProject managementArtificial IntelligenceMachine learning,"Automation,data science,Artificial Intelligence,Machine learning"
Technical Project Manager (BI and Data Analytics),Inferenz Tech,4.0,22,0-20,Ahmedabad,1,Not disclosed,C++Data analysisProduction supportBusiness analysisSchemaPHPData structuresSQL,"C++,Data analysis,Business analysis,SQL"
Data Scientist,Tech Mahindra,3.6,29429,6-12,Pune,6,Not disclosed,Statistical programmingtableaudata scienceMachine learningSCALAProgrammingdata visualizationStatistics,"data science,Machine learning,visualization,Statistics"
Data Scientist,,,,5-10,New Delhi,5,Not disclosed,Computer scienceCloud computingData analysisdata scienceNeural networksArtificial IntelligenceMachine learningSignal processing,"Data analysis,data science,Neural networks,Artificial Intelligence,Machine learning"
Machine Learning Engineer,,,,2-5 ,New Delhi,2,Not disclosed,data scienceArtificial IntelligenceMachine learningProgrammingStatisticsMachineIntelligenceData,"data science,Artificial Intelligence,Machine learning,Statistics"
Data Scientist,Akhil Systems,3.6,25,5-8 ,Gurugram,5,Not disclosed,Computer scienceCloud computingStatistical analysisdata scienceAnalyticalMachine learningHealthcaredata visualization,"Statistical analysis,data science,Machine learning,visualization"
Senior Data Analyst,,,,3-6 ,Remote,3,Not disclosed,Data analysisProduct engineeringdata sciencepower biData Analystdata visualizationAnalyticsSQL,"Data analysis,data science,power bi,visualization,SQL"
Senior Data Scientist,Zoom Info,3.7,37,6-11,Bengaluru,6,Not disclosed,Salesdata scienceMachine learningRevenue generationSQLAuditingPythonRecruitment,"data science,Machine learning,SQL,Python"
Senior Machine Learning Engineer,Plansource,3.9,37,6-7 ,Bengaluru,6,Not disclosed,VistaComputer sciencedata scienceMachine learningData processingInformation retrievalData miningOpen source,"data science,Machine learning,Data processing,Data mining"
Analytics Engineer,,,,1-4 ,"Noida, Pune, Gurugram",1,Not disclosed,Computer sciencedata scienceBusiness analyticsMachine learningData miningbig dataStatisticsAnalytics,"data science,Machine learning,Data mining,big data,Statistics"
Machine Learning Engineer,Joveo,3.3,29,3-6 ,Bengaluru,3,Not disclosed,System architecturedata scienceGCPMachine learningSystem designInformation technologySQLPython,"data science,Machine learning,SQL,Python"
Senior Data Scientist,Crisil,3.7,1460,3-5 ,Pune,3,Not disclosed,Text miningComputer visionGITdata scienceGCPArtificial IntelligenceMachine learningAgile,"data science,Artificial Intelligence,Machine learning"
Data Scientist,Gforce Consulting Solutions,4.2,3,3-8 ,Bengaluru,3,Not disclosed,tableaudata sciencesparkDemand forecastingMachine learningData structuresObject oriented programmingStatistics,"data science,Machine learning,Statistics"
Data Scientist,Gforce Consulting Solutions,4.2,3,3-8 ,"Kolkata, Pune, Gurugram",3,Not disclosed,Computer visionMarketing analyticsdata scienceRisk analyticsAnalyticalDemand forecastingConsultingNatural language processing,data science
Data Scientist,Kuhoo Technology Services,4.4,40,3-7 ,Mumbai,3,Not disclosed,data scienceMachine learningdata visualizationBusiness caseAnalyticsFinancial servicesSQLPython,"data science,Machine learning,visualization,SQL,Python"
Data Scientist,Hitachi Solutions,4.0,90,2-5 ,Pune,2,Not disclosed,Computer scienceComputer visionData analysisOperational excellencedata scienceArtificial IntelligenceMachine learningDistribution system,"Data analysis,excel,data science,Artificial Intelligence,Machine learning"
Machine learning engineer,,,,2-5 ,Bengaluru,2,Not disclosed,deep learningC++Medical devicesdata scienceArtificial IntelligenceMachine learningData structuresNatural language processing,"deep learning,C++,data science,Artificial Intelligence,Machine learning"
Data Scientist,,,,8-10,Pune,8,Not disclosed,remediationRoot cause analysisData analysisdata scienceMachine learningResearchWiFiSQL,"Data analysis,data science,Machine learning,SQL"
Data Scientists,Deeptek,3.8,17,3-7 ,Pune,3,Not disclosed,Computer visionMedical imagingLinuxdata scienceNeural networksMachine learningProgrammingManager Technology,"data science,Neural networks,Machine learning"
Data Scientist,Johnson and Johnson Kenvue,4.1,33,4-6 ,Bengaluru,4,Not disclosed,Supply chainComputer scienceData analysisOperations researchdata scienceCodingMachine learningData mining,"ai,Data analysis,data science,Machine learning,Data mining"
Data Analyst,SOBHA,3.9,1645,8-13,Bengaluru(Devarabeesana Halli),8,Not disclosed,Data AnalysisAdvanced ExcelPowerpointProblem SolvingData MiningData ExtractionAnalysisData,"Data Analysis,Excel,Data Mining"
Data Scientist,,,,3-7 ,Bengaluru,3,Not disclosed,data scienceData modelingAgileData processingInformaticamicrosoftReporting toolsSQL,"data science,Data processing,SQL"
Data Scientist,Redbixbite,5.0,2,3-5 ,Pune,3,Not disclosed,Trainingdata scienceMachine learningData collectionProgrammingData qualityNatural language processingdata visualization,"ai,data science,Machine learning,Data collection,visualization"
Data Scientist Trainee,Wahy Lab Solutions,4.9,5,0-1 ,Ernakulam,0,Not disclosed,Computer scienceNoSQLdata scienceDatabase managementAnalyticalProgrammingscientist traineeMathematics,"NoSQL,data science,ai"
Data Scientist,CGI,4.1,4006,3-6 ,Bengaluru,3,Not disclosed,c#algorithmspythonmodelingdata analysisdata analyticspredictivemicrosoft azure,"python,data analysis,data analytics,azure"
Data Scientist,Prakhar Software,3.3,57,3-8 ,New Delhi,3,Not disclosed,data scienceAnalyticalMachine learningData qualityResearchQualityMachineData,"data science,Machine learning"
Data Scientist,Phonepe,4.0,1894,1-3 ,Bengaluru,1,Not disclosed,GITdata scienceShell scriptingMachine learningMedical insuranceFinancial servicesTravel insurancePython,"data science,Machine learning,Python"
Manager Data Analytics,Highlevel Llc,4.1,4,5-10,Remote,5,Not disclosed,Data modelingProcess improvementData collectionData analyticsInformation managementData miningForecastingAnalytics,"Data collection,Data analytics,Data mining"
Senior Data Scientist (Risk),,,,4-9 ,Bengaluru,4,Not disclosed,data scienceTalent acquisitionfinancial productsIdea generationrisk modelingArtificial IntelligenceMachine learningEconometrics,"data science,Artificial Intelligence,Machine learning"
data analyst,,,,2-4 ,"Pune, Chennai, Jaipur, Bengaluru",2,Not disclosed,Data analysisData validationData managementData analyticsAdvanced ExcelData Analystdata visualizationManagement,"Data analysis,Data management,Data analytics,Excel,visualization"
Senior Advisor - Machine Learning Engineer,Dell Technologies,4.1,3499,7-10,Bengaluru,7,Not disclosed,Computer scienceGITorchestrationLinuxdata scienceMachine learningStrategic planningData collection,"data science,Machine learning,Data collection"
Data analyst,,,,1-3 ,Remote,1,Not disclosed,Data analyticsData AnalystInternshipData analysisDataAnalytics,"Data analytics,Data analysis"
Machine Learning Engineer 3,,,,8-9 ,Bengaluru,8,Not disclosed,deep learningdata sciencedata securityMachine learningManager TechnologyHealthcareProduct designSoftware solutions,"deep learning,data science,Machine learning"
Data Analyst / Sr. Data Analyst,,,,0-8 ,Remote,0,Not disclosed,Data analysisAnalyticalConsultingData AnalystData analyticsbig dataInformation technologyAnalytics,"Data analysis,Data analytics,big data"
"Analytics Senior Analyst, AVP",Deutsche Bank,4.0,3041,0-15,Bengaluru,1,Not disclosed,Master Data Managementpmppythondata analyticsdelivery managementscrum masterbusiness analysisreference data,"Data Management,python,data analytics,business analysis"
"Specialist, Marketing Data and Analytics",S&P Global Market Intelligence,4.2,2295,1-2 ,Ahmedabad,1,Not disclosed,Pythonexcelsalesforcedata analysisdata analyticspower biTableausql,"Python,excel,data analysis,data analytics,power bi,sql"
Data Scientist - Credit Card Analytics,Visa,3.9,287,4-9 ,Bengaluru,4,Not disclosed,Data analysisManaged servicesSASConsultingData analyticsCustomer engagementPortfolio managementSQL,"Data analysis,SAS,Data analytics,SQL"
